PM2.5,NO2,NH3,SO2,O3,AQI,Y_Pred,Y Class,Y_Pred Class
55.43,14.99,59.97,4.73,37.5,142,131.7208684,Moderate,Very Poor
50.27,14.4,59.97,2.01,43.31,76,100.0072721,Satisfactory,Poor
64.06,13.88,59.97,5.13,36.56,107,126.7482156,Moderate,Very Poor
36.85,14.24,59.97,2.54,46.12,86,144.898044,Satisfactory,Very Poor
57.05,14.83,59.97,4.99,49.79,78,127.677133,Satisfactory,Very Poor
73.27,15.47,59.97,14.79,48.57,117,144.8670031,Moderate,Very Poor
56.51,15.95,59.97,5.13,54.72,125,108.7328295,Moderate,Poor
66.54,13.26,59.97,2.74,68.4,111,89.60879881,Moderate,Moderate
43.6,11.25,59.97,2.79,48.16,104,69.00365164,Moderate,Moderate
36.16,10.03,59.97,1.78,15.93,68,88.72139528,Satisfactory,Moderate
21.64,8.15,59.97,1.76,11.14,44,93.45701936,Good,Poor
36.77,11.8,59.97,2.08,9.38,51,179.9085514,Satisfactory,Very Poor
38.73,11.02,59.97,3.18,18.32,58,105.3809984,Satisfactory,Poor
100.68,9.77,59.97,2.52,39.08,70,115.5842071,Satisfactory,Poor
45.13,15.97,59.97,4.57,28.68,130,112.31878,Moderate,Poor
52.59,16.78,59.97,2.89,28.39,89,137.5005748,Satisfactory,Very Poor
50.38,17.14,59.97,3.39,27.27,81,150.0875212,Satisfactory,Very Poor
67.15,16.29,59.97,3.89,39.87,105,144.2564787,Moderate,Very Poor
77.17,14.91,59.97,4.05,39.5,149,161.2068477,Moderate,Very Poor
72.94,17.57,59.97,4.3,36.86,148,155.124965,Moderate,Very Poor
83.86,19.87,59.97,5.84,46.22,166,170.7555393,Moderate,Very Poor
80.59,20.01,59.97,3.62,37.86,183,165.4923898,Moderate,Very Poor
91.75,18.12,59.97,3.88,43.21,183,156.3155038,Moderate,Very Poor
89,18.46,59.97,4.36,37.69,217,122.910369,Poor,Very Poor
84.05,16.24,59.97,4.06,29.51,186,116.3189491,Moderate,Poor
56.6,11.82,59.97,3.51,39.34,126,110.6560485,Moderate,Poor
54.94,13.42,59.97,3.6,23.36,89,133.7792768,Satisfactory,Very Poor
45.2,11.63,59.97,2.15,46.81,80,139.5334858,Satisfactory,Very Poor
63.51,14.78,59.97,3.45,43.83,95,156.9089117,Satisfactory,Very Poor
63.42,14.29,59.97,2.54,63.2,125,143.5721642,Moderate,Very Poor
77.03,14.45,59.97,2.97,62.53,141,142.5394518,Moderate,Very Poor
71.15,18.02,59.97,2.84,40.78,151,115.2913187,Moderate,Poor
71.72,15.74,59.97,4.2,37.49,142,114.8544624,Moderate,Poor
50.86,13.46,59.97,2.6,36.87,116,118.9374817,Moderate,Poor
51.46,12.75,59.97,3.32,33.87,88,98.94516187,Satisfactory,Poor
56.59,12.53,59.97,3.97,25.89,92,101.0905,Satisfactory,Poor
42.42,12.56,59.97,3.83,20.3,76,92.46447336,Satisfactory,Poor
45.27,14.29,59.97,4.05,14.13,80,99.74244936,Satisfactory,Poor
37.91,12.73,59.97,4.08,18.29,69,119.6362685,Satisfactory,Poor
44.1,9.6,59.97,4.42,18.06,65,130.3634394,Satisfactory,Very Poor
59.53,6.09,59.97,4.48,19.94,90,161.0770725,Satisfactory,Very Poor
65.96,9.97,59.97,6.25,27.15,108,143.3833069,Moderate,Very Poor
82.44,17.92,59.97,7.02,54.36,157,133.7139569,Moderate,Very Poor
72.86,19,59.97,6.2,35.08,152,94.73518982,Moderate,Poor
63.96,18.78,59.97,6.28,41.66,123,86.72058759,Moderate,Moderate
40.43,15.6,59.97,2.49,11.6,93,90.51376954,Satisfactory,FALSE
34.07,14.71,59.97,2.58,13.06,52,89.43239775,Satisfactory,Moderate
36.92,15.3,59.97,2.13,12.59,59,121.8379099,Satisfactory,Very Poor
36.88,14.1,59.97,2.17,9.91,65,80.13597477,Satisfactory,Moderate
62.57,10.28,59.97,2.05,9.11,78,336.1782676,Satisfactory,Severe
31.34,7.39,59.97,1.92,6.85,93,128.5963579,Satisfactory,Very Poor
227.17,8,59.97,2.19,13.3,148,89.3333134,Moderate,Moderate
62.95,9.71,59.97,3.08,31.65,348,75.20377165,Very Poor,Moderate
33.53,8.75,59.97,2.53,28.07,63,80.05284449,Satisfactory,Moderate
23.54,9.82,59.97,3.12,23.97,52,109.7868983,Satisfactory,Poor
29.17,8.27,59.97,3.18,16.7,43,413.0406456,Good,Severe
53.27,8.95,59.97,2.9,10.8,80,92.60382182,Satisfactory,Poor
286.08,10.59,59.97,2.49,13.35,350,80.81399104,Very Poor,Moderate
37.43,10.9,59.97,3.32,21.35,197,163.2123391,Moderate,Very Poor
26.43,10.84,59.97,5.55,31.85,87,85.86843034,Satisfactory,Moderate
88.83,10.79,59.97,4.13,35.43,110,79.09107061,Moderate,Moderate
29.53,9.94,59.97,3.89,34.4,109,90.48754191,Moderate,FALSE
25.53,9.57,59.97,3.4,28.81,59,95.19168954,Satisfactory,Poor
35.25,7.12,59.97,2.49,25.43,57,117.601489,Satisfactory,Poor
36.76,9.22,59.97,2.37,33.27,65,152.4976446,Satisfactory,Very Poor
52.62,11.96,59.97,2.4,37.74,80,142.926491,Satisfactory,Very Poor
80.48,11.8,59.97,2.98,34.13,137,124.5692381,Moderate,Very Poor
74.46,11.05,59.97,3.46,29.09,158,93.26500114,Moderate,Poor
60.44,10.84,59.97,2.76,28.02,131,87.46500094,Moderate,Moderate
39.11,9.93,59.97,2.68,16.24,86,91.65316855,Satisfactory,Poor
35.04,9.35,59.97,3.47,15.58,61,86.8568226,Satisfactory,Moderate
37.42,9.94,59.97,4.92,20.26,80,86.11368755,Satisfactory,Moderate
35.34,9.03,59.97,5.27,14.06,57,91.49373241,Satisfactory,Poor
34.69,9.52,59.97,4.96,13.8,60,105.9079588,Satisfactory,Poor
37.57,9.53,59.97,5.46,19.82,65,96.7260219,Satisfactory,Poor
44.33,9.79,59.97,5.23,38.56,71,106.641333,Satisfactory,Poor
40.56,9.79,59.97,4.67,23.51,75,91.1981692,Satisfactory,Poor
48.62,9.41,59.97,4.61,21.86,67,99.67112244,Satisfactory,Poor
36.85,9.91,59.97,4.84,21.17,80,125.0937241,Satisfactory,Very Poor
41.16,10.42,59.97,4.37,30.17,65,90.05436464,Satisfactory,FALSE
61.68,11.13,59.97,4.23,25.51,80,118.5408028,Satisfactory,Poor
34.28,11.8,59.97,3.71,26.34,89,136.5889922,Satisfactory,Very Poor
53.6,11.75,59.97,3.99,38.21,67,90.34908829,Satisfactory,FALSE
67.15,10.53,59.97,4.05,40.63,117,108.4433207,Moderate,Poor
37.05,7.8,59.97,3.24,17.3,107,101.2448529,Moderate,Poor
49.49,9.04,59.97,4.59,24.36,83,124.2645865,Satisfactory,Very Poor
45.09,9.21,59.97,4.65,19.26,76,121.3935898,Satisfactory,Very Poor
61.73,9.72,59.97,4.81,23.92,87,146.9248969,Satisfactory,Very Poor
55.89,10.67,59.97,4.88,39.32,106,148.2169842,Moderate,Very Poor
72.65,10.7,59.97,4.92,52.16,111,165.0972832,Moderate,Very Poor
75.8,10.71,59.97,4.84,42.61,192,134.1246242,Moderate,Very Poor
91.14,11.27,59.97,4.78,31.95,125,165.7946981,Moderate,Very Poor
68.14,9.96,59.97,4.97,29.14,184,157.5669488,Moderate,Very Poor
89,10.87,59.97,6.35,45.42,152,159.1384256,Moderate,Very Poor
81.33,11.45,59.97,9.05,53.37,184,130.0191084,Moderate,Very Poor
82.7,11.59,59.97,7.47,51.13,210,113.2140891,Poor,Poor
62.54,14.4,59.97,7.25,39.09,125,124.1847302,Moderate,Very Poor
51.38,11.44,59.97,7.33,33.19,96,122.7833174,Satisfactory,Very Poor
60.21,11.17,59.97,7.76,32.11,93,121.4699299,Satisfactory,Very Poor
59.63,10.99,59.97,6.62,28.98,97,123.0964964,Satisfactory,Very Poor
56.7,10.05,59.97,7.91,39.2,104,106.5883176,Moderate,Poor
61.92,13.12,59.97,8.53,20.36,99,99.12363192,Satisfactory,Poor
43.89,9.75,59.97,6.4,43.9,101,88.03614431,Moderate,Moderate
40.4,10.07,59.97,7.09,34.38,76,91.1696857,Satisfactory,Poor
34.05,9.31,59.97,6.09,24.3,64,98.587002,Satisfactory,Poor
37.71,9.96,59.97,7.31,19.53,58,95.08498729,Satisfactory,Poor
43.64,10.24,59.97,7.45,18.54,62,101.2168763,Satisfactory,Poor
40.54,10.08,59.97,7.89,20.81,76,93.01743202,Satisfactory,Poor
44.14,10.11,59.97,7.15,25.06,67,103.8944004,Satisfactory,Poor
38.85,10.74,59.97,8.14,21.04,74,93.69753344,Satisfactory,Poor
44.08,11.47,59.97,7.29,33.65,72,117.8666599,Satisfactory,Poor
34.59,12.01,59.97,7.1,40.3,79,79.62183685,Satisfactory,Moderate
47.85,14.43,59.97,6.96,62.21,105,103.151281,Moderate,Poor
27,13.55,59.97,7.81,25.64,79,91.65585734,Satisfactory,Poor
46.29,11.12,59.97,6.82,21.21,67,129.6343596,Satisfactory,Very Poor
36.62,11.88,59.97,10.08,27.28,70,155.8945583,Satisfactory,Very Poor
60.49,19.11,59.97,10.84,47.07,94,141.46582,Satisfactory,Very Poor
73.27,12.14,59.97,7.98,81.71,165,163.6808736,Moderate,Very Poor
64.22,12.9,59.97,8.24,72.36,194,226.5836372,Moderate,Very Poor
86.49,12.77,59.97,7.23,48.88,139,168.8243415,Moderate,Very Poor
131.2,15.75,59.97,6.77,63.11,262,142.5090019,Poor,Very Poor
86.94,17.09,59.97,7.5,61.8,276,151.3967979,Poor,Very Poor
63.82,16.73,59.97,7.89,74.87,165,116.1315621,Moderate,Poor
71.68,13.78,59.97,6.47,71.02,159,168.9037954,Moderate,Very Poor
50.12,14.43,59.97,7.48,46.83,113,180.3081339,Moderate,Very Poor
86.59,16.81,59.97,8.58,64.78,137,139.1287805,Moderate,Very Poor
100.14,19.88,59.97,8.56,41.86,191,145.5890428,Moderate,Very Poor
65.53,21.28,59.97,10.43,55.31,231,131.8507208,Poor,Very Poor
71.65,19.55,59.97,9.51,50.56,167,114.8777424,Moderate,Poor
60.4,15.21,59.97,10.36,57.04,144,120.6827517,Moderate,FALSE
46.27,16.67,59.97,10.28,60.64,123,103.2735029,Moderate,Poor
57.25,16.49,59.97,7.5,29.6,90,103.321859,Satisfactory,Poor
43.31,15.45,59.97,7.09,32.19,90,108.9092409,Satisfactory,Poor
43.14,14.58,59.97,6.97,33.55,80,122.638347,Satisfactory,Very Poor
44.66,14.54,59.97,6.28,45.19,91,102.6940635,Satisfactory,Poor
56.39,15.56,59.97,6.81,39.97,91,107.2831547,Satisfactory,Poor
40.58,14.01,59.97,7.38,43.42,102,97.02432814,Moderate,Poor
41.33,6.23,59.97,5.91,59.32,120,98.02446439,Moderate,Poor
38.61,10.78,59.97,5.37,33.1,92,90.96231099,Satisfactory,FALSE
41.32,10.67,59.97,5.81,25.05,72,94.34549672,Satisfactory,Poor
37.63,10.75,59.97,6.22,17.67,95,94.84835781,Satisfactory,Poor
41.44,10.59,59.97,5.31,11.65,80,101.7428853,Satisfactory,Poor
41.41,10.46,59.97,6.53,14.69,70,82.05339638,Satisfactory,Moderate
46.32,10.47,59.97,5.64,15.64,77,89.91675232,Satisfactory,Moderate
30.88,10.68,59.97,6.28,17.26,66,94.86135406,Satisfactory,Poor
35.9,12.2,59.97,6.11,20.7,73,99.78043156,Satisfactory,Poor
38.33,10.32,59.97,6.21,28.07,60,110.6550737,Satisfactory,Poor
41.07,10.36,59.97,8.61,34.87,81,111.1154228,Satisfactory,Poor
48.23,10.37,59.97,3.58,35.61,69,103.6747092,Satisfactory,Poor
49.47,10.3,59.97,3.5,31.69,82,98.23503263,Satisfactory,Poor
43.64,10.41,59.97,3.12,31.69,84,111.2384656,Satisfactory,Poor
38.35,10.3,59.97,4.55,37.9,74,104.5501075,Satisfactory,Poor
50.48,9.93,59.97,4.91,29.2,71,115.4545787,Satisfactory,Poor
45.95,9.08,59.97,4.05,26.21,76,103.7973892,Satisfactory,Poor
51.81,7.71,59.97,4.1,38.32,91,108.418029,Satisfactory,Poor
43.94,19.32,59.97,4.61,26.43,77,111.6314993,Satisfactory,Poor
46.72,21.73,59.97,4.18,27.92,79,97.67642209,Satisfactory,Poor
51.02,15.59,59.97,4.67,24.3,93,104.6049106,Satisfactory,Poor
41.41,17.67,59.97,7.74,20.75,75,107.0529962,Satisfactory,Poor
45.53,16.51,59.97,4.51,23.89,73,94.74206641,Satisfactory,Poor
47.32,16.28,59.97,4.67,24.61,76,103.7811859,Satisfactory,Poor
39.61,10.78,59.97,4.65,20.31,71,118.6050054,Satisfactory,Poor
48.43,7.46,59.97,4.34,14.01,81,129.8656994,Satisfactory,Very Poor
56.49,14.49,59.97,4.63,24.55,116,90.30573847,Moderate,FALSE
62.74,15.18,59.97,4.54,34.7,109,108.7103374,Moderate,Poor
47.17,14.32,59.97,4.62,26.47,92,101.476399,Satisfactory,Poor
37.6,16.97,59.97,4.87,10.34,74,114.8689828,Satisfactory,Poor
46.61,32.3,59.97,4.69,23.07,63,118.5073071,Satisfactory,Poor
42.38,20.71,59.97,4.5,24.43,77,113.0770435,Satisfactory,Poor
53.45,18.63,59.97,11.84,29.22,119,101.6597671,Moderate,Poor
59.81,7.7,59.97,4.72,14.07,94,126.3543547,Satisfactory,Very Poor
52.28,11.85,59.97,4.57,25.97,104,80.14148061,Moderate,Moderate
42.48,15.05,59.97,4.24,28.01,76,124.4360505,Satisfactory,Very Poor
62.34,16.03,59.97,4.24,23.74,92,106.3934469,Satisfactory,Poor
28.72,15.59,59.97,4.59,15.57,85,126.8694691,Satisfactory,Very Poor
62.64,14.88,59.97,4.62,17.01,96,104.2745581,Satisfactory,Poor
48.22,14.58,59.97,4.81,19.64,84,101.6961764,Satisfactory,Poor
63.29,14.88,59.97,4.83,22.59,86,92.12038754,Satisfactory,Poor
46.96,14.46,59.97,4.9,18.16,99,106.129385,Satisfactory,Poor
45.1,13.78,59.97,4.63,17.79,80,98.20935147,Satisfactory,Poor
37.98,12.86,59.97,5.47,18.01,78,155.4314422,Satisfactory,Very Poor
48.24,12.27,59.97,4.71,20.05,73,108.9592262,Satisfactory,Poor
41.12,12.26,59.97,4.75,24.56,70,94.95862334,Satisfactory,Poor
86.01,12.58,59.97,4.68,20.82,117,189.9516614,Moderate,Very Poor
50.07,12.48,59.97,4.56,21.32,131,166.3017895,Moderate,Very Poor
37.84,12.22,59.97,4.52,27.78,77,162.7194091,Satisfactory,Very Poor
112.23,12.32,59.97,4.77,22.76,169,111.0908837,Moderate,Poor
94.7,12.39,59.97,4.67,19.56,203,112.1101611,Poor,Poor
92.04,12.23,59.97,4.66,19.21,221,96.83285062,Poor,Poor
51.29,12.4,59.97,4.81,23.46,164,105.8708048,Moderate,Poor
49.33,11.1,59.97,4.75,36.31,85,82.96661416,Satisfactory,Moderate
40.62,11.13,59.97,4.88,22.94,74,147.48283,Satisfactory,Very Poor
45.56,10.97,59.97,5.09,32.14,81,134.7563317,Satisfactory,Very Poor
28.16,11.12,59.97,4.91,30.77,73,84.8781237,Satisfactory,Moderate
74.6,10.95,59.97,4.64,45.06,82,98.77558875,Satisfactory,Poor
68.25,10.96,59.97,5.02,30.2,144,86.24150916,Moderate,Moderate
29.95,10.95,59.97,4.99,29.56,120,102.1004716,Moderate,Poor
42.18,10.99,59.97,5.3,23.14,84,92.9912681,Satisfactory,Poor
30.69,10.98,59.97,5.32,31.21,149,94.20569847,Moderate,Poor
38.43,11.16,59.97,4.82,50.34,202,89.52325541,Poor,Moderate
39.48,11.43,59.97,5.29,15.12,96,77.6420272,Satisfactory,Moderate
33.9,11.38,59.97,4.76,43.31,96,105.8371508,Satisfactory,Poor
31.33,11.41,59.97,5.06,39,71,97.79065497,Satisfactory,Poor
27.71,11.5,59.97,3.73,13.38,48,74.37470296,Good,Moderate
46.18,11.49,59.97,3.69,27.68,61,110.6715152,Satisfactory,Poor
42.11,11.83,59.97,4.45,18.79,82,86.57899844,Satisfactory,Moderate
23.87,12.5,59.97,4.82,19.55,55,94.04311642,Satisfactory,Poor
52.24,11.81,59.97,5.45,18.83,80,95.8358068,Satisfactory,Poor
34.61,10.35,59.97,4.65,14.91,86,123.0860616,Satisfactory,Very Poor
39.27,10.36,59.97,4.73,19.78,101,123.0860616,Moderate,Very Poor
42.01,10.3,59.97,5.8,14.83,99,123.0860616,Satisfactory,Very Poor
61.87,9.81,59.97,4.98,19.41,76,86.02144522,Satisfactory,Moderate
61.87,9.81,59.97,4.98,19.41,69,80.33850336,Satisfactory,Moderate
61.87,9.81,59.97,4.98,19.41,69,89.11600356,Satisfactory,Moderate
34.46,10.23,59.97,5.85,14.86,84,83.60325924,Satisfactory,Moderate
29.83,13.63,59.97,5.05,13.04,90,115.4300729,Satisfactory,Poor
36.03,15.48,59.97,5.59,14.83,86,96.13561837,Satisfactory,Poor
32.77,10.62,59.97,5.43,13.46,91,87.08596973,Satisfactory,Moderate
56.97,11.07,59.97,4.64,13.89,91,147.9730345,Satisfactory,Very Poor
41.58,12.14,59.97,5.23,16.03,81,94.93178213,Satisfactory,Poor
34.32,11.56,59.97,5.08,17.52,81,125.4311045,Satisfactory,Very Poor
79.2,8.35,59.97,5.25,28.73,109,101.6523248,Moderate,Poor
37.1,9.64,59.97,5.26,33.28,127,96.21637233,Moderate,Poor
61.29,10.22,59.97,5.12,29.77,92,110.3355853,Satisfactory,Poor
40.37,10.36,59.97,4.91,40.89,93,95.60608745,Satisfactory,Poor
37.18,11.24,59.97,4.92,35.94,84,103.5771198,Satisfactory,Poor
48.82,9.9,59.97,4.76,33.32,86,144.4420794,Satisfactory,Very Poor
34.52,11.05,59.97,4.65,45.44,93,93.5013449,Satisfactory,Poor
39,11.17,59.97,4.46,52.5,82,83.30627181,Satisfactory,Moderate
69.85,8.37,59.97,4.36,57.04,136,79.75134992,Moderate,Moderate
31.96,9,59.97,4.04,50.32,104,68.18840672,Moderate,Moderate
27.78,9.08,59.97,3.83,33.91,78,67.61452151,Satisfactory,Moderate
28.24,8.75,59.97,3.53,19.78,82,82.48188031,Satisfactory,Moderate
19.53,8.49,59.97,8.1,23.26,84,99.5649396,Satisfactory,Poor
18.22,8.52,59.97,14.81,33.22,73,84.23879961,Satisfactory,Moderate
28.14,8.67,59.97,8.11,33.73,64,84.14438581,Satisfactory,Moderate
40.87,12.11,59.97,6.82,32.25,68,87.65008199,Satisfactory,Moderate
33.66,9.45,59.97,6.2,13.16,79,92.00846334,Satisfactory,Poor
29.41,9.36,59.97,7.94,33.18,73,73.56110827,Satisfactory,Moderate
36.17,10.03,59.97,12.73,19.31,77,75.45943491,Satisfactory,Moderate
36.71,9.87,59.97,7.75,27.23,77,85.84042069,Satisfactory,Moderate
25.13,10.09,59.97,10.15,17.7,77,93.89802774,Satisfactory,Poor
25.17,10.02,59.97,5.36,19.6,67,83.35590102,Satisfactory,Moderate
32.9,10.36,59.97,5.74,20.92,68,105.0840205,Satisfactory,Poor
39.01,6.04,59.97,7.53,25.78,67,133.2706708,Satisfactory,Very Poor
31.68,10.35,59.97,16.84,28.07,71,156.9549298,Satisfactory,Very Poor
49.34,9.66,59.97,22.92,30.08,87,110.2853161,Satisfactory,Poor
65.67,8.67,59.97,9.82,42.39,98,135.5678431,Satisfactory,Very Poor
85.36,12.25,59.97,14.17,37.77,137,108.930371,Moderate,Poor
49.27,32.29,59.97,16.49,27.56,156,106.7191517,Moderate,Poor
69.26,24.7,59.97,18.8,32.34,116,92.98083416,Moderate,Poor
51.96,27.26,33.37,25.33,21.74,104,82.44938914,Moderate,Moderate
50,23.67,37.52,21.76,22.01,106,76.34667631,Moderate,Moderate
44.9,15.34,62.76146984,50.51,30.37,81,67.30864937,Satisfactory,Moderate
29.8,15.25,62.76146984,22.92,35.78,78,75.93673106,Satisfactory,Moderate
25.58,14.93,62.76146984,11.61,23.47,66,65.71481892,Satisfactory,Moderate
16.59,12.88,62.76146984,8.99,31.28,62,78.11501868,Satisfactory,Moderate
25.6,13.93,62.76146984,19.68,30.05,58,94.8493839,Satisfactory,Poor
20.75,15.77,30.97,21.41,16.24,62,95.98119611,Satisfactory,Poor
25.51,14.73,39.69,16.78,33.99,78,93.08587963,Satisfactory,Poor
38.5,15.1,59.7,12.15,29.66,68,92.81106542,Satisfactory,Poor
40.16,14.14,40.7,10.46,24.72,75,114.0897561,Satisfactory,Poor
35.37,14.77,49.16,10.51,35.85,75,103.6299348,Satisfactory,Poor
35.94,15.45,64.61,14.28,35.88,77,95.35082938,Satisfactory,Poor
52.2,15.98,96.85,5.18,28.71,89,97.78230309,Satisfactory,Poor
41.34,20.16,102.21,7.64,40.74,94,117.0717032,Satisfactory,Poor
35.8,20.18,126.82,3.49,33.92,86,90.01890298,Satisfactory,FALSE
44.53,22.36,84.53,14.37,11.17,146,85.91693223,Moderate,Moderate
56.36,21.73,104.29,13.82,24.98,90,127.6963643,Satisfactory,Very Poor
37.27,17.74,82.02,11.79,17.31,83,293.4786631,Satisfactory,Severe
35.62,18.88,82.05,10.98,9.19,77,342.2736177,Satisfactory,Severe
68.01,19.66,86.07,9.8,6.88,76,123.6630941,Satisfactory,Very Poor
193.3,24.61,66.11,22.85,26.01,277,90.80853716,Poor,FALSE
226.74,26.9,101.96,25.11,45.95,431,90.96365458,Severe,FALSE
57.62,19.36,108.72,8.8,38.81,213,133.7274796,Poor,Very Poor
30.2,22.86,98.49,7.05,43.89,72,117.2534991,Satisfactory,Poor
31.17,21.36,94.26,10.8,44.44,70,91.62375692,Satisfactory,Poor
58.59,25.92,68.64,10.73,65.06,114,73.01899129,Moderate,Moderate
53.74,21.91,113.77,11.09,34.76,115,84.74584603,Moderate,Moderate
36.65,18.11,83.43,11.24,24.77,100,111.4482394,Satisfactory,Poor
25.9,19.04,98.61,17.26,14.36,68,124.7814729,Satisfactory,Very Poor
31.32,20.74,105.51,6.78,19.74,70,64.72727795,Satisfactory,Moderate
53.37,19.51,157.52,11.79,20.15,83,97.6088591,Satisfactory,Poor
62.08,21.3,296.43,11.68,29.74,113,70.03701946,Moderate,Moderate
19.87,18.46,228.18,9.51,9.72,88,79.22563406,Satisfactory,Moderate
41.87,21.69,142.64,11.69,21.9,75,83.85142191,Satisfactory,Moderate
24.56,20.35,175.05,17.43,11.64,99,80.12050185,Satisfactory,Moderate
27.99,18.51,113.19,14.51,24.43,70,73.01613474,Satisfactory,Moderate
30.02,21.2,226.97,10.59,29.09,62,78.96506685,Satisfactory,Moderate
27.1,23.88,138.93,6.35,21.16,66,83.00519725,Satisfactory,Moderate
24.37,16.96,104.46,6.55,12.74,58,91.49204737,Satisfactory,Poor
29.63,20.49,115.22,11.84,12.67,68,98.08302488,Satisfactory,Poor
33.67,21.37,109.71,13.26,9.18,68,132.6734009,Satisfactory,Very Poor
37.64,18.77,115.62,13.02,22.1,74,137.1404536,Satisfactory,Very Poor
40.88,19.51,173.56,13.05,31.39,70,151.1249376,Satisfactory,Very Poor
68.58,24.71,301.18,10.05,24.35,103,108.1372649,Moderate,Poor
70.8,21.71,247.22,12.95,32.78,146,82.88555317,Moderate,Moderate
81.94,18.9,125.17,16.59,32.86,163,101.3892105,Moderate,Poor
48.07,27.69,138.19,11.35,26.02,110,106.7937029,Moderate,Poor
30.57,25.74,153.74,8.2,16.2,91,122.6006713,Satisfactory,Very Poor
41.87,37.3,134.43,10.74,23.57,68,74.60064749,Satisfactory,Moderate
45.77,38.77,144.9,12.58,25.78,96,69.0278221,Satisfactory,Moderate
58.96,25.49,154.41,12.15,29.76,108,68.13875757,Moderate,Moderate
24.73,23.56,138.02,13.45,19.58,82,62.02735474,Satisfactory,Moderate
22.81,19.17,323.48,12.77,16.62,62,98.47860656,Satisfactory,Poor
22.57,19.09,264.99,11.02,11.44,69,150.4706036,Satisfactory,Very Poor
18.44,22.22,301.28,12.9,9.64,61,141.4533123,Satisfactory,Very Poor
41.9,23.9,245.08,12.47,26.93,64,167.2976733,Satisfactory,Very Poor
79.51,29.82,235.51,12.8,33.97,126,118.4985671,Moderate,Poor
75.6,27.44,328.89,15.48,27.26,158,90.15774324,Moderate,FALSE
90.46,29.43,222.46,15.29,45.01,184,96.79586447,Moderate,Poor
57.36,20.3,297.64,11.31,29.54,136,94.05396317,Moderate,Poor
37.83,22.88,233.86,15.38,19.64,87,79.28433023,Satisfactory,Moderate
42.05,24.99,214.16,19.09,25.07,71,87.39733214,Satisfactory,Moderate
38.73,22.77,283.1,11.66,26.94,75,115.015872,Satisfactory,Poor
29.62,18.18,303.53,8.83,17.88,69,104.281934,Satisfactory,Poor
31.57,19.48,248.09,9.32,34.83,57,96.6493241,Satisfactory,Poor
50.43,22.98,143.57,11.23,42.02,71,89.93749341,Satisfactory,Moderate
46.63,20.28,285.55,14.78,31.4,90,97.71750394,Satisfactory,Poor
43.1,20.66,292.52,20.97,26.7,86,171.1809842,Satisfactory,Very Poor
34.52,23.6,280.86,10.72,30.04,76,146.6124142,Satisfactory,Very Poor
38.1,24.27,193.71,14.01,40.77,70,150.4769376,Satisfactory,Very Poor
94.87,27.5,175.89,17.67,40.88,143,154.0374194,Moderate,Very Poor
73.06,30.39,138.62,14.6,47.78,175,144.602082,Moderate,Very Poor
77.29,31.89,139.26,12.04,38.98,156,124.6956873,Moderate,Very Poor
79.19,25.72,166.28,9.89,45.45,163,101.9868052,Moderate,Poor
70.02,20.47,161.75,7.67,55,153,100.3886554,Moderate,Poor
59.77,23.37,132.96,6.1,28.49,126,121.5428348,Moderate,Very Poor
45.88,16.18,102.84,9.12,19.15,93,122.7414261,Satisfactory,Very Poor
46.3,18.6,149.76,13.19,15.41,81,121.4695384,Satisfactory,Very Poor
59.7,21.82,244.64,11.93,27.65,95,117.7763224,Satisfactory,Poor
53.21,26.4,208.34,7.92,52.58,107,105.7100272,Moderate,Poor
50.08,18.91,249.01,8.69,68.71,102,106.0530964,Moderate,Poor
47.66,21.38,292.82,8.65,66.46,97,112.0931891,Satisfactory,Poor
41.07,25.36,185.64,21.79,61.01,91,124.6525501,Satisfactory,Very Poor
45.39,27.36,286.59,11.48,35.3,78,93.81632641,Satisfactory,Poor
52.1,21.58,166.91,10.75,25.9,93,109.2205223,Satisfactory,Poor
62.7,23.85,242.56,13.33,24.92,109,112.7833752,Moderate,Poor
38.95,24.36,276.08,13.21,25.37,89,151.0117367,Satisfactory,Very Poor
51.21,23.99,265.09,15.53,25.72,83,160.0388805,Satisfactory,Very Poor
53.02,21.51,244.15,8.9,24.74,88,132.7099134,Satisfactory,Very Poor
79.72,25.27,161.15,14.59,37.33,113,115.9031937,Moderate,Poor
82.28,23.92,249.49,13.05,58.63,186,112.548494,Moderate,Poor
64.49,28.09,192.98,11.39,38.43,148,106.598765,Moderate,Poor
52.37,28.73,207.46,12.13,35.45,95,111.4426144,Satisfactory,Poor
53.72,20.64,180.82,8.92,19.64,108,117.0207256,Moderate,Poor
48.28,12.16,181.06,6.62,26.74,77,115.9270095,Satisfactory,Poor
51.16,13.63,175.58,6,28.82,89,194.7764409,Satisfactory,Very Poor
58.46,14.95,188.29,8.23,17.19,94,143.0859218,Satisfactory,Very Poor
56.26,17.75,219.26,12.77,26.41,105,143.2633164,Moderate,Very Poor
113.21,18.64,165.62,11.75,40.16,184,129.7462453,Moderate,Very Poor
76.77,17.43,202.45,16.44,31.36,176,147.6653199,Moderate,Very Poor
76.4,17.86,112.41,29.31,42.57,158,119.6604954,Moderate,Poor
62.12,15.6,110.73,17.55,50.15,136,127.5111949,Moderate,Very Poor
75.69,16.08,140.2,14.31,48.76,124,147.4311487,Moderate,Very Poor
55.3,14.02,145.13,20.33,50.51,121,152.7716155,Moderate,Very Poor
66.55,14.84,162.93,10.64,18.73,96,254.0036801,Satisfactory,Severe
