PM2.5,NO2,NH3,SO2,O3,AQI,Y_Pred,Y Class,Y_Pred Class
56.1,16.39,352.89,1.49,36.75,150,123.8992229,Moderate,Very Poor
50.32,17.56,201.85,1.95,59.97,104,119.5186331,Moderate,Poor
63,20.86,236.87,1.74,12.16,106,136.5497328,Moderate,Very Poor
59.47,22.32,256.27,2,12.69,108,154.1650976,Moderate,Very Poor
71.81,12.18,275.78,2.2,23.4,111,128.3068302,Moderate,Very Poor
81.74,9.86,225.01,2.11,39.39,165,125.7143958,Moderate,Very Poor
62.63,12.09,309.04,2.5,37.11,211,119.1031957,Poor,Poor
65.1,16.1,196.84,4.28,13.33,241,112.9369929,Poor,Poor
57.23,15.14,123.82,2,21.97,114,136.4781523,Moderate,Very Poor
52.27,16.46,206.54,3.5,25.77,100,94.48834567,Satisfactory,Poor
65.97,32.92,283.67,0.94,34.57,125,91.97419975,Moderate,Poor
41.3,8.72,132.94,15.6,25.484,123,105.3801719,Moderate,Poor
36.81,6.44,96.9,2.91,25.484,106,127.2070471,Moderate,Very Poor
44.87,12.75,98.22,3.33,31.84,63,133.2238622,Satisfactory,Very Poor
63.67,21.07,160.08,2.71,18.99,132,109.6060829,Moderate,Poor
67.49,19.92,181.86,3.1,24.3,136,134.6813475,Moderate,Very Poor
52.94,10.48,285.95,2.82,17.02,184,129.5691412,Moderate,Very Poor
69.88,25.36,296.29,3.91,19.24,120,124.2410517,Moderate,Very Poor
66.89,21.05,173.32,3.91,14.33,162,112.5716358,Moderate,Poor
62.27,20.35,187.56,3.71,17.26,119,119.5315513,Moderate,Poor
51.56,20.34,121.14,3.83,23.03,113,126.4710799,Moderate,Very Poor
58.27,22.24,295.74,3.17,20.26,119,151.519228,Moderate,Very Poor
63.13,25.19,227.92,4.38,19.69,129,98.29491942,Moderate,Poor
80.23,21.76,177.66,4.91,30.64,220,113.3458658,Poor,Poor
39.74,13.02,56.65,3.44,29.13,139,118.6385937,Moderate,Poor
49.21,12.83,152.68,2.46,40.45,130,122.5223754,Moderate,Very Poor
55.73,10.86,186.53,2.95,32.4,121,118.3634307,Moderate,Poor
58.28,12.01,149.22,3.52,33.07,114,125.8903765,Moderate,Very Poor
56.47,12.34,128.27,6.44,28.81,115,118.5233957,Moderate,Poor
60.04,11.52,44.39,3.42,33.98,200,127.8014167,Moderate,Very Poor
55.45,11.1,188.8,2.84,33.05,167,115.6904832,Moderate,Poor
65.26,11.46,174.22,3.97,21.75,172,120.963577,Moderate,FALSE
53.07,11.09,169.19,4.1,34.52,117,108.7345226,Moderate,Poor
51.32,8.8,35.18,3.51,57.19,198,108.3402499,Moderate,Poor
46.84,12.73,102.74,3.65,34.98,153,102.951128,Moderate,Poor
46.29,18.21,47.56,3.26,30.61,142,106.691094,Moderate,Poor
42.49,18.3,168.71,3.39,32.57,144,109.6211577,Moderate,Poor
47.11,13.56,129.87,3.52,26.99,145,115.1109766,Moderate,Poor
50.13,13.23,74.11,3.45,22.2,149,146.9937035,Moderate,Very Poor
53.58,15.06,11.8,3.35,22.59,186,184.7542728,Moderate,Very Poor
76.91,12.11,2.19,4.1,30.36,216,137.5183003,Poor,Very Poor
107.65,14.47,4.15,4.07,21.67,220,192.1092258,Poor,Very Poor
69.9,15.9,1.51,4.33,26.83,209,151.5215235,Poor,Very Poor
112.72,15.66,0.94,3.51,22.93,251,211.2493376,Poor,Very Poor
81.79,12.72,0.97,6.57,26.09,191,135.6358151,Moderate,Very Poor
127.03,13.25,0.92,5.94,28.65,203,147.2273046,Poor,Very Poor
70.57,13.74,1.31,6.41,20.8,183,143.2812005,Moderate,Very Poor
79.55,12.07,6.9,5.4,20.9,162,165.7202076,Moderate,Very Poor
76.36,9.92,6.9,5.1,22.66,154,174.3319562,Moderate,Very Poor
92.83,12.68,52.72,3.53,24.37,181,153.7960272,Moderate,Very Poor
98.75,12.5,0.55,3.3,25.94,223,159.1249506,Poor,Very Poor
82.03,14.24,0.02,3.09,28.54,193,145.0529446,Moderate,Very Poor
85.64,16.69,5.22,3.44,29.62,157,118.7242778,Moderate,Poor
76.72,12.56,5.76,2.53,22.99,173,128.4658758,Moderate,Very Poor
57.58,11.15,7.68,2.77,19.11,133,148.6898706,Moderate,Very Poor
65.38,11.74,16.69,2.56,17.51,109,135.6697301,Moderate,Very Poor
80.38,12.43,6.53,2.38,19.19,160,140.8187707,Moderate,Very Poor
68.45,8.8,74.61,2.32,31.74,145,152.3864406,Moderate,Very Poor
73.22,13.11,81,4.02,27.19,134,162.3014631,Moderate,Very Poor
79.01,15.12,80.71,2.77,38.48,170,134.4300794,Moderate,Very Poor
83.44,13.42,80.71,8.68,59.12,179,107.2957847,Moderate,Poor
62.16,10.03,80.71,2.38,54.63,156,136.6243805,Moderate,Very Poor
41.54,10.28,80.71,4.9,55.5,130,111.0458994,Moderate,Poor
67.25,15.63,80.71,7.42,40.72,106,113.8032027,Moderate,Poor
44.41,13.03,80.71,2.95,52.03,96,91.82808338,Satisfactory,Poor
47.25,10.99,80.71,3.17,50.4,99,109.9489909,Satisfactory,Poor
35.75,8.13,80.71,3.79,28.91,80,89.85267087,Satisfactory,Moderate
51.79,11.31,80.71,3.02,17.04,88,117.5621136,Satisfactory,Poor
32.96,10.8,80.71,2.64,31.71,108,165.939906,Moderate,Very Poor
52.25,9.13,80.71,2.31,41.56,114,137.8995394,Moderate,Very Poor
90.02,12.13,80.71,4.74,39.73,153,111.7283391,Moderate,Poor
69.55,10.84,28.01,13.03,41.66,196,137.6115544,Moderate,Very Poor
47.78,9.44,36.94,2.3,39.99,132,132.6096864,Moderate,Very Poor
67.25,12.58,115.34,2.39,42.39,117,134.3359534,Moderate,Very Poor
62.62,12.49,136.56,4.48,48.38,143,123.6076283,Moderate,Very Poor
62.87,10.21,150.27,4.67,55.16,142,131.2859393,Moderate,Very Poor
56.24,9.88,139.37,4.05,47.29,135,155.0402782,Moderate,Very Poor
60.92,12.17,11.81,3,46.66,120,147.9890475,Moderate,Very Poor
81.03,11.06,3.51,4.87,40.93,158,128.3340341,Moderate,Very Poor
80.44,10.22,3.56,2.84,18.31,186,128.204401,Moderate,Very Poor
66.08,8.99,3.59,2.56,15.38,155,119.2423826,Moderate,Poor
65.08,11.65,3.24,2.53,17.59,136,141.5911523,Moderate,Very Poor
57.73,8.73,2.84,2.44,21.32,131,142.6471006,Moderate,Very Poor
74.65,7.78,3.02,2.59,23.41,135,151.46412,Moderate,Very Poor
76.68,8.14,3.72,6.8,21.72,193,156.1399655,Moderate,Very Poor
81.93,8.79,7.44,3,24.71,188,156.4546559,Moderate,Very Poor
86.31,10.7,7.92,3.41,20.46,187,172.9018778,Moderate,Very Poor
87.07,9.98,58.78,2.88,19.61,214,171.5715494,Poor,Very Poor
100.61,11.24,176.16,2.7,18.18,216,203.7413949,Poor,Very Poor
98.47,8.57,173.87,2.22,24.29,221,136.5833446,Poor,Very Poor
123.36,11.41,174.31,2.36,22.18,251,131.0038186,Poor,Very Poor
69.38,18.52,181.06,3.35,28.48,179,125.5328033,Moderate,Very Poor
68.25,10.38,187.75,3.54,20.14,143,120.2760305,Moderate,FALSE
64.05,11.13,214.6,4.04,20.81,132,125.7721965,Moderate,Very Poor
59.46,10.97,174.56,3.67,21.8,123,127.8391692,Moderate,Very Poor
64.1,5.2,165.18,3.35,23.17,125,105.0385389,Moderate,Poor
63.03,7.26,166.96,3.15,33.42,134,108.8556285,Moderate,Poor
46.09,8.79,148.68,4.09,30,121,111.0616004,Moderate,Poor
51.43,8.2,152.03,3.99,19.84,114,114.9789748,Moderate,Poor
53.32,7.83,149.99,4.42,19.58,114,125.9396387,Moderate,Very Poor
55.51,7.36,127.6,4.16,22.65,113,126.8487675,Moderate,Very Poor
64.92,7.16,160.27,3.88,19.22,128,124.2354508,Moderate,Very Poor
65.84,5.4,189.01,3.58,19.93,216,129.0954141,Poor,Very Poor
63.65,5.76,190.4,3.97,20.87,132,131.2705333,Moderate,Very Poor
67.33,7.21,175.4,4.08,19.9,137,135.3847303,Moderate,Very Poor
68.04,9.32,143.22,3.9,21.71,140,128.5764198,Moderate,Very Poor
70.13,10.91,116.99,3.68,24.49,151,115.4046794,Moderate,Poor
64.37,14.68,86.61,3.39,23.19,144,117.8365915,Moderate,Poor
56.54,6.9,9.81,3.1,15.53,128,128.8960141,Moderate,Very Poor
54.83,7.41,8.46,3.23,31.04,117,129.6165872,Moderate,Very Poor
61.1,7.96,62.62,3.18,42.09,132,122.187854,Moderate,Very Poor
61.34,11.1,159.27,3.33,44.35,141,129.3464774,Moderate,Very Poor
56.23,17.24,142.42,3.2,37.1,125,126.8257803,Moderate,Very Poor
59.15,18.86,165.99,3.54,48.46,130,120.3341195,Moderate,FALSE
55.65,12.33,174.44,3.21,59.44,129,118.9261202,Moderate,Poor
54.15,12.57,187.9,4.31,45.28,122,118.5414838,Moderate,Poor
56.37,12.29,112.54,4.84,29.27,122,117.7058418,Moderate,Poor
54.71,12.81,65.51,3.12,32.01,123,118.5886332,Moderate,Poor
55.5,13.47,120.6,3.26,26.98,113,124.0217716,Moderate,Very Poor
56.62,15.05,185.85,3.15,25.79,127,115.3380031,Moderate,Poor
60.73,16.53,121.46,3.2,23.39,134,118.6947249,Moderate,Poor
51.55,13.44,63.69,3.63,35.06,123,129.2508536,Moderate,Very Poor
51.96,13.52,27.85,4.71,44.55,129,138.3855191,Moderate,Very Poor
60.21,11.49,101.61,4.13,46.92,133,131.0140524,Moderate,Very Poor
65.26,11.83,98.52,3.66,54.93,134,121.1658223,Moderate,Very Poor
61.78,13.51,36.74,3.46,42.23,130,120.3952246,Moderate,FALSE
57.7,11.26,34.11,3.47,28.18,122,112.6438226,Moderate,Poor
56.99,15.37,82.4,3.41,27.37,120,110.6600745,Moderate,Poor
51.73,18.17,120.11,3.49,23.58,120,132.5827611,Moderate,Very Poor
48.7,17.65,93.67,3.49,29.76,124,170.498947,Moderate,Very Poor
65.21,17.26,134.46,3.96,33.3,169,127.750146,Moderate,Very Poor
89.6,16.96,81.23,5.03,54.2,212,119.3877774,Poor,Poor
58.58,16.06,106.31,5.34,47.31,147,120.4833982,Moderate,FALSE
54.16,15.93,119.72,5.27,38.81,123,122.0342164,Moderate,Very Poor
55.79,15.74,90.86,5.1,34.5,127,134.4593781,Moderate,Very Poor
57.2,13.99,22.36,4.96,32.6,125,123.2110635,Moderate,Very Poor
64.95,13.29,28.97,4.78,41.1,129,116.8094365,Moderate,Poor
56.02,14.38,43.25,4.95,42.11,139,112.6154034,Moderate,Poor
53.3,13.8,43,4.63,32.45,123,124.1431158,Moderate,Very Poor
52.04,13.85,54.22,4.84,24.26,122,124.2231274,Moderate,Very Poor
61.37,15.13,94.34,4.61,22.41,135,130.1119486,Moderate,Very Poor
59.24,14.66,72.7,4.49,31.62,136,142.8704637,Moderate,Very Poor
58.43,18.69,99.46,4.43,53.25,144,132.7272053,Moderate,Very Poor
68.42,16.17,63.43,4.58,53.29,161,124.8636492,Moderate,Very Poor
62.47,13.86,131.28,4.44,48.37,166,131.0406261,Moderate,Very Poor
55.77,12.38,130.56,4.1,51.8,183,155.1687939,Moderate,Very Poor
58.8,13.77,131.56,3.89,58.35,136,132.1373032,Moderate,Very Poor
81.06,20.11,132.82,4.65,38.9,171,114.4492293,Moderate,Poor
65.17,25.13,146.54,4.74,27.97,164,114.6045103,Moderate,Poor
48.59,21.24,114.48,3.58,41.45,113,120.3416674,Moderate,FALSE
45.05,25.57,132,4.01,55.65,91,121.2319082,Satisfactory,Very Poor
51.6,16.03,119.3,4.65,52.65,94,116.8431926,Satisfactory,Poor
51.67,16.22,155.73,4.58,56.21,95,118.6633414,Satisfactory,Poor
51.11,20.41,165.16,5.18,41.93,93,111.7243052,Satisfactory,Poor
50.24,19.87,152.88,4.3,51.11,91,113.1752337,Satisfactory,Poor
45.89,18.13,166.02,5.11,48.96,102,119.7398111,Moderate,Poor
48.61,18.15,186.6,3.78,41.27,112,119.9828682,Moderate,Poor
51.67,18,167.96,3.71,49.56,117,113.4297594,Moderate,Poor
50.64,17.49,164.84,3.96,55.38,115,107.5140847,Moderate,Poor
44.88,15.77,161.67,3.89,59.45,124,129.8820953,Moderate,Very Poor
43.41,10.44,115.39,4.09,48.16,97,110.6257739,Satisfactory,Poor
57.32,12.13,131.62,3.48,61.61,120,102.5427357,Moderate,Poor
43.52,11.38,140.69,4.53,58.74,122,99.87047703,Moderate,Poor
41.29,10.64,105.37,4.86,40.93,122,90.30021685,Moderate,FALSE
43.16,17.81,101.44,5.18,19.23,68.91,106.8935956,Satisfactory,Poor
32.64,15.81,104.67,4.07,33.41,92,100.0386021,Satisfactory,Poor
44.73,13.57,56.86,3.67,36.19,94,106.785785,Satisfactory,Poor
41.29,13.78,22.77,5.04,28.24,102,108.2160428,Moderate,Poor
45.76,11.62,64.44,4.48,33.51,100,101.9676001,Satisfactory,Poor
43.38,9.81,46.66,4.05,49.08,100,104.8179818,Satisfactory,Poor
38.93,8.44,47.63,3.32,47.71,89,89.30610299,Satisfactory,Moderate
42.3,15.62,52.97,3.08,37.87,89,97.54423379,Satisfactory,Poor
32.8,11.31,64.51,4.76,31.72,83,111.6775661,Satisfactory,Poor
40.78,12.82,66.11,3.72,22.67,70,126.8809659,Satisfactory,Very Poor
50.94,10.78,69.97,4.1,27.66,71,142.2090958,Satisfactory,Very Poor
61.87,15.29,76.68,3.28,27.66,117,108.5056503,Moderate,Poor
73.03,18.13,99.27,1.44,27.66,134,124.6304048,Moderate,Very Poor
46.17,17.56,59.75,3.05,32.27,78,99.80830292,Satisfactory,Poor
60.36,13.17,71.5,3.5,28.09,86,183.4612833,Satisfactory,Very Poor
42.8,22.99,129.39,2.59,15.69,100,100.9300281,Satisfactory,Poor
109.5,17.81,3.15,7.29,9.94,88,105.7021182,Satisfactory,Poor
45.6,15.08,1,5.13,10.94,161,82.84803681,Moderate,Moderate
47.91,10.99,0.25,5.13,19.56,81,166.618996,Satisfactory,Very Poor
30.43,11.59,98.99,5.88,22.09,81,295.3956126,Satisfactory,Severe
96.65,15.97,125.62,8.02,14.71,86,80.69322231,Satisfactory,Moderate
196.81,16.33,114.15,9.24,11.26,271,77.12201331,Poor,Moderate
29.09,13.53,80.3,3.8,16.99,162,116.0540055,Moderate,Poor
29.34,13.49,110.92,3.55,4.46,91,78.86780151,Satisfactory,Moderate
57.26,18.17,119.6,3.23,10.57,104,88.81633411,Moderate,Moderate
28.3,15.79,70.58,3.05,11.86,103,71.21686987,Moderate,Moderate
35.38,13.72,105.19,2.41,16.17,74,76.70635367,Satisfactory,Moderate
22.97,14.02,108.89,2.17,10.79,129,79.19998016,Moderate,Moderate
23.24,15.75,139.21,2.34,28.11,58,67.12028023,Satisfactory,Moderate
24.87,14.94,21.15,3.32,27.45,69,84.29377331,Satisfactory,Moderate
18.67,16.61,48.19,5,15.02,66,93.25581477,Satisfactory,Poor
26.6,14.83,90.42,3.53,39.34,70,93.77893523,Satisfactory,Poor
34.33,15.03,61.58,3.92,35.13,69,85.71495391,Satisfactory,Moderate
35.16,12.35,112,3.58,36.1,70,82.22875878,Satisfactory,Moderate
31.69,12.95,175.57,4.06,25.9,71,83.45723242,Satisfactory,Moderate
32.43,16.81,143.2,5.57,8.82,125,75.99706259,Moderate,Moderate
33.09,16.36,128,4.3,8.77,87,69.28329422,Satisfactory,Moderate
27.02,19.78,62.94,5.5,7.23,59,78.32775168,Satisfactory,Moderate
21.38,15.05,95.12,4.81,12.6,69,123.2940406,Satisfactory,Very Poor
29.69,12.64,102.51,4.08,7.8,62,80.29246168,Satisfactory,Moderate
59.34,7.48,135.09,6.88,36.62,54,72.13096565,Satisfactory,Moderate
30.71,6.49,124.23,5.23,15.6,103,75.92618092,Moderate,Moderate
23.58,7.82,113.62,2.47,15.6,73,104.4280398,Satisfactory,Poor
24.43,7.59,93.67,2.36,24.2,78,79.5763336,Satisfactory,Moderate
42.82,11.82,126.4,2.92,38.65,87,85.08103603,Satisfactory,Moderate
28.51,13.16,126.83,2.19,15.84,81,80.62501229,Satisfactory,Moderate
34.01,14.56,135.67,2.36,9.82,82,84.44510622,Satisfactory,Moderate
32.41,14.19,126.27,2.44,1.8,84,86.64384093,Satisfactory,Moderate
32.88,17.12,97.78,2.34,9.89,75,93.63048219,Satisfactory,Poor
34.8,19.48,105.63,5.49,10.5,78,82.5987935,Satisfactory,Moderate
40.39,14.77,101.72,4.04,11.18,151,81.27619779,Moderate,Moderate
32.44,14.82,73.2,4.39,8.23,100,83.50414016,Satisfactory,Moderate
30.54,15.71,102.6,4.48,12.45,131,92.05471759,Moderate,Poor
32.54,16.27,75.89,6.76,12.18,68,94.91916307,Satisfactory,Poor
37.71,11.22,108.71,4.08,20.14,70,96.75411053,Satisfactory,Poor
40.69,11.54,133.99,3.7,16.91,89,88.35906317,Satisfactory,Moderate
40.85,14.07,106.57,3.41,19.75,174,87.65160735,Moderate,Moderate
35.23,13.99,136.69,4.43,17.86,178,83.77459097,Moderate,Moderate
33.51,14.2,132.69,3.39,21.82,155,84.40977399,Moderate,Moderate
29.11,13.67,59.97,3.71,26.59,55,80.58865805,Satisfactory,Moderate
30.94,11.38,59.97,4.31,22.72,169,73.1145601,Moderate,Moderate
29.48,10.37,59.97,3.71,16.29,124,87.96692849,Moderate,Moderate
25.42,10.18,59.97,4.42,9.59,256,87.72184571,Poor,Moderate
35.09,14.66,59.97,3.82,13.97,126,119.6154865,Moderate,Poor
34.2,15.89,59.97,4.58,16.96,125,100.680769,Moderate,Poor
55.88,10.79,59.97,4.05,32.5,111,96.91407035,Moderate,Poor
39.96,10.7,59.97,3.83,38.19,129,87.85700899,Moderate,Moderate
36.33,7.08,59.97,5.09,44.87,83,102.4975769,Satisfactory,Poor
26.4,6.75,59.97,6.07,58.95,199,104.1464025,Moderate,Poor
40.36,8.62,59.97,4.49,44.53,74,99.20248495,Satisfactory,Poor
40.21,10.09,59.97,4.38,49.73,139,78.11810017,Moderate,Moderate
37.07,10.49,59.97,4.46,46.6,167,92.90759452,Moderate,Poor
26.7,11.22,59.97,5.12,20.89,142,82.44904106,Moderate,Moderate
38.63,13.13,59.97,4.93,17.15,90,85.55978869,Satisfactory,Moderate
32.14,12.66,59.97,5.16,10.76,188,91.85893846,Moderate,Poor
33.02,10.42,59.97,5.04,18.76,126,92.04694532,Moderate,Poor
38.11,10.74,59.97,5.04,17.52,172,79.97467043,Moderate,Moderate
37.79,12.86,59.97,5.18,18.33,244,85.8052783,Poor,Moderate
28.6,15.15,59.97,4.53,15.76,189,99.716435,Moderate,Poor
30.82,11.49,59.97,4.37,27.96,160,90.41639897,Moderate,FALSE
42.16,13.37,59.97,4.76,24.39,215,87.10996156,Poor,Moderate
36.8,12.5,59.97,4.8,17.04,126,71.67608167,Moderate,Moderate
31.97,19.62,59.97,4.62,22.33,227,94.77413889,Poor,Poor
23.6,13.82,59.97,6.12,11.94,172,92.70391024,Moderate,Poor
38.5,14.8,59.97,5.45,23.45,266,103.7822539,Poor,Poor
36.26,18.66,59.97,4.13,22.59,257,103.1570642,Poor,Poor
42.37,15.42,59.97,4.94,36.09,141,103.8164016,Moderate,Poor
38.87,15.96,59.97,3.97,48.12,228,91.84785088,Poor,Poor
43.96,17.99,59.97,3.64,26.37,171,95.71505037,Moderate,Poor
36.26,20.14,59.97,3.62,18.27,73,101.7724581,Satisfactory,Poor
41.33,21.63,59.97,3.7,8.2,120,88.48645652,Moderate,Moderate
44.76,23.06,59.97,4.01,13.01,77,79.52418052,Satisfactory,Moderate
33.01,27.52,59.97,3.82,16.61,92,76.95320241,Satisfactory,Moderate
26.79,22.55,59.97,2.38,15.46,228,87.29063707,Poor,Moderate
24.54,19.16,59.97,2,18.47,224,78.12337346,Poor,Moderate
34.16,20.6,59.97,1.85,10.14,260,75.49961478,Poor,Moderate
26.59,17.15,59.97,1.56,14.31,240,73.7134318,Poor,Moderate
23.76,16.71,59.97,1.49,18.08,372,66.51895622,Very Poor,Moderate
22.2,34.72,59.97,1.4,7.23,437,62.3834322,Severe,Moderate
16.18,36.8,59.97,1.31,7.9,449,70.19153031,Severe,Moderate
12.79,26.79,59.97,1.36,15.27,434,74.05790844,Severe,Moderate
18.98,24.09,59.97,1.82,16.67,118,81.14190212,Moderate,Moderate
18.35,18.64,59.97,4.42,38.43,30,94.05861008,Good,Poor
24.87,18.02,59.97,7.21,36.73,54,94.72648455,Satisfactory,Poor
33.32,17.58,59.97,2.51,39.31,94,113.4392391,Satisfactory,Poor
31.93,19.07,59.97,2.09,46.34,66,102.381807,Satisfactory,Poor
45.71,17.82,59.97,2.27,50.13,70,98.68267712,Satisfactory,Poor
40.61,18.28,59.97,2.78,35.26,77,101.5738332,Satisfactory,Poor
38.14,17.9,59.97,2.9,33.94,70,131.1237461,Satisfactory,Very Poor
35.96,17.62,59.97,2.27,52.92,94,86.57770903,Satisfactory,Moderate
61.87,21.41,59.97,2.49,36.9,136,90.64759788,Moderate,FALSE
33.05,17.63,59.97,2.5,15.11,66,89.84934402,Satisfactory,Moderate
34.06,20.15,59.97,2.74,23.06,73,132.0951227,Satisfactory,Very Poor
29.14,28.6,59.97,1.93,35.81,78,117.1690876,Satisfactory,Poor
60.14,28.53,59.97,2.87,43.57,85,101.9625044,Satisfactory,Poor
51.01,28.5,59.97,2.57,32.88,118,102.8983381,Moderate,Poor
36.09,28.48,59.97,2.35,46.76,73,108.9475631,Satisfactory,Poor
38.46,28.53,59.97,2.47,39.59,66,91.37793768,Satisfactory,Poor
44.91,28.53,59.97,1.98,31.28,79,114.4527929,Satisfactory,Poor
32.16,28.53,59.97,2.64,28.41,66,161.5806772,Satisfactory,Very Poor
45.11,28.54,59.97,2.55,49.57,75,135.323847,Satisfactory,Very Poor
81.45,28.53,59.97,2.1,49.08,131,139.2097584,Moderate,Very Poor
60.89,28.46,59.97,16,63.32,180,136.7344805,Moderate,Very Poor
62.96,28.47,59.97,3.07,55.5,124,145.9415622,Moderate,Very Poor
60.19,28.48,59.97,2.14,58.43,125,163.2135899,Moderate,Very Poor
66.69,28.46,59.97,2.29,61.2,197,137.9669143,Moderate,Very Poor
78.52,28.42,59.97,4.36,69.64,167,147.7445858,Moderate,Very Poor
63.07,28.5,59.97,26.16,72,187,157.5161071,Moderate,Very Poor
80.58,28.56,59.97,4.66,8.36,130,162.1583838,Moderate,Very Poor
73.75,28.44,59.97,13.26,79.47,170,169.8366595,Moderate,Very Poor
80.18,28.49,59.97,11.65,65.42,183,159.7484099,Moderate,Very Poor
87.04,28.5,59.97,13.75,63.2,208,163.2167224,Poor,Very Poor
81,28.49,59.97,19.65,61,200,170.6965429,Moderate,Very Poor
85.73,28.51,59.97,19.95,52.22,187,183.1771981,Moderate,Very Poor
92.64,26.51,59.97,20.69,49.15,202,222.8222986,Poor,Very Poor
98,13.5,59.97,5.46,62.24,215,200.391741,Poor,Very Poor
132.38,17.75,59.97,14.2,50.72,370,133.2887271,Very Poor,Very Poor
114.08,12.53,59.97,7.4,52.28,298,105.4921029,Poor,Poor
67.86,12.52,59.97,4.77,25.71,168,108.8524797,Moderate,Poor
49.57,15.05,59.97,4.68,10.23,130,102.2720955,Moderate,Poor
52.28,16.64,59.97,7.14,10.94,87,88.73062422,Satisfactory,Moderate
47.86,16.53,59.97,3.04,4.38,80,118.8365086,Satisfactory,Poor
35.54,24.26,59.97,2.59,7.28,75,137.4330981,Satisfactory,Very Poor
57.22,15.53,59.97,3.73,20.63,87,157.4573254,Satisfactory,Very Poor
66.29,14.44,59.97,4.27,44.96,110,141.7004995,Moderate,Very Poor
80.11,15.08,59.97,4.24,51.61,177,154.9305397,Moderate,Very Poor
71.86,14.88,59.97,2.29,32.83,133,161.4641144,Moderate,Very Poor
80.49,15.49,59.97,5.78,42.53,166,147.8276621,Moderate,Very Poor
83.26,17.31,59.97,7.74,53.12,160,153.9073612,Moderate,Very Poor
71.16,15.26,59.97,6.87,60.63,165,156.4416706,Moderate,Very Poor
76.21,13.7,59.97,3.43,56.87,148,102.0066406,Moderate,Poor
82.67,15.23,59.97,9.39,41.55,164,79.80090282,Moderate,Moderate
42.54,13.79,59.97,1.67,27.37,117,87.13939029,Moderate,Moderate
29.08,22.4,59.97,1.48,5.6,57,123.2445486,Satisfactory,Very Poor
34.55,23.17,59.97,1.5,5.94,49,148.9612886,Good,Very Poor
55.67,26.7,59.97,2.26,33.85,81,137.8403367,Satisfactory,Very Poor
66.57,26.41,59.97,1.87,72.89,113,150.5014391,Moderate,Very Poor
62.58,29.62,59.97,5.8,54.3,109,129.0942681,Moderate,Very Poor
71.55,30.81,59.97,5.66,56.87,135,135.2125234,Moderate,Very Poor
58.21,30.99,59.97,6.52,43.66,113,163.380513,Moderate,Very Poor
63.87,29.83,59.97,4.95,38.81,110,171.86367,Moderate,Very Poor
83.29,30.5,59.97,3,46.65,132,171.9958981,Moderate,Very Poor
88.08,31.32,59.97,6.04,56.6,200,179.5280487,Moderate,Very Poor
91.49,34.32,59.97,10.34,44.08,199,161.0967655,Moderate,Very Poor
93.71,32.16,59.97,8.1,59.17,224,189.0328882,Poor,Very Poor
82.55,33.89,59.97,3.95,40.86,195,173.0812755,Moderate,Very Poor
101.77,33.63,59.97,4.6,51.78,216,168.3262873,Poor,Very Poor
92.41,33.46,59.97,3.64,38.11,216,177.4803785,Poor,Very Poor
91.15,31,59.97,4.13,29.57,210,150.3896976,Poor,Very Poor
94.8,30.87,59.97,3.05,43.63,200,104.7448337,Moderate,Poor
74.73,27.91,59.97,2.65,41.61,188,80.84807927,Moderate,Moderate
43.52,25.73,59.97,2.36,25.3,97,102.0525045,Satisfactory,Poor
27.93,29.57,59.97,2.29,10.34,69,109.2859673,Satisfactory,Poor
45.98,27.02,59.97,2.42,4.59,81,124.9360691,Satisfactory,Very Poor
45.48,26.49,59.97,2.37,31.59,68,110.2860185,Satisfactory,Poor
54.12,22.87,59.97,3.32,49.83,101,126.3547927,Moderate,Very Poor
48.91,27.47,59.97,2.86,19.72,78,157.3383263,Satisfactory,Very Poor
59.74,32.39,59.97,2.74,23.28,94,167.6579102,Satisfactory,Very Poor
80.55,36.42,59.97,3.49,34.87,134,157.2930867,Moderate,Very Poor
84.69,33.14,59.97,9.78,59.52,182,117.0765981,Moderate,Poor
77.14,22.48,59.97,7.25,62.12,175,153.9423659,Moderate,Very Poor
51.17,5.5,59.97,2.49,46.57,107,101.3717653,Moderate,Poor
84.04,23.72,59.97,9.19,21.42,174,95.47732122,Moderate,Poor
44.56,15.04,59.97,5.8,19.33,118,97.35163987,Moderate,Poor
40.9,15.23,59.97,5.64,15.18,64,96.41358775,Satisfactory,Poor
42.31,15.52,59.97,8.66,17.92,74,140.3461574,Satisfactory,Very Poor
41.5,15.71,59.97,10.39,19.77,68,155.4526175,Satisfactory,Very Poor
72.86,17.11,59.97,10.44,29.9,104,130.3331398,Moderate,Very Poor
82.48,16.63,59.97,5.14,34.23,171,127.8903838,Moderate,Very Poor
58.09,13.26,59.97,2.81,56.37,135,113.5207524,Moderate,Poor
50.17,13.73,59.97,2.92,82.71,110,428.2938891,Moderate,Severe
44.1,16.07,59.97,5.82,61.87,105,121.0260815,Moderate,Very Poor
293.43,14.74,59.97,3.48,30.96,332,268.2547315,Very Poor,Severe
55.2,13.75,59.97,7.82,41.83,244,234.3786176,Poor,Very Poor
169.75,14.92,59.97,2.92,31.82,246,142.9813836,Poor,Very Poor
144.02,15.81,59.97,3.24,29.88,360,124.1059284,Very Poor,Very Poor
69.97,13.38,59.97,2.81,46.92,146,133.3828962,Moderate,Very Poor
55.97,9.54,59.97,4.56,48.59,103,157.7564909,Moderate,Very Poor
62.53,12.92,59.97,3.21,47.77,103,121.119602,Moderate,Very Poor
80.76,16.2,59.97,5.18,49.91,137,116.7648577,Moderate,Poor
